,09-Aug,08-Aug,07-Aug,06-Aug,05-Aug,04-Aug,03-Aug,02-Aug,01-Aug,31-Jul,30-Jul,29-Jul,28-Jul,27-Jul,26-Jul,25-Jul,24-Jul,23-Jul,22-Jul,21-Jul,20-Jul,19-Jul,18-Jul,17-Jul,16-Jul,15-Jul,14-Jul,13-Jul,12-Jul,11-Jul,10-Jul,09-Jul,08-Jul,07-Jul,06-Jul,05-Jul,04-Jul,03-Jul,02-Jul,01-Jul,30-Jun,29-Jun,28-Jun,27-Jun,26-Jun,25-Jun,24-Jun,23-Jun,22-Jun,21-Jun,20-Jun,19-Jun,18-Jun
fast&furious,1,1,1,3,2,0,2,0,0,0,4,1,0,0,0,0,0,5,2,0,1,0,0,1,0,0,2,1,1,1,1,0,0,0,0,3,0,1,1,3,4,2,1,3,1,1,1,2,4,1,1,1,1
assassinscreedidentity,4,4,4,5,3,4,4,3,3,6,4,5,8,5,4,4,4,4,3,6,4,4,4,4,3,7,7,7,11,7,7,4,0,0,0,6,12,8,11,13,1,2,4,2,4,4,5,7,3,4,2,6,5
slotsbigfishcasinofree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warroom2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galaxyempire,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
hollywoodstory,1,2,0,0,0,0,0,0,0,1,1,0,1,0,1,2,4,2,2,0,2,0,0,0,0,0,0,2,3,1,2,1,0,0,0,2,0,0,5,2,5,2,1,22,20,10,2,12,1,4,0,0,1
battlewarships,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
heroesofwar,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,2,2,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
finalfantasyixforandroid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
leagueofwar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,1,1,0,0,0,0,0
pirateempire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
toydefense2tdbattles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wordtrekbrainpuzzles&games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gearcraft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
crasher,0,1,2,1,1,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
towerofsaviors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bestvideoslots,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ingress,8,3,1,5,3,7,9,9,17,25,6,8,14,16,48,10,5,17,8,16,29,22,32,27,26,31,46,53,53,87,37,10,0,0,5,0,0,0,0,1,4,6,0,0,0,0,0,2,1,6,2,0,2
starwars,66,43,53,38,80,41,41,48,55,34,47,45,42,50,83,66,50,45,65,43,43,63,59,59,66,76,63,99,84,39,33,28,0,0,8,73,76,64,81,107,150,162,131,53,30,31,48,54,62,36,73,67,69
stellarstriker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
triviacrack,1,1,1,7,2,2,1,2,5,0,3,3,1,2,1,1,4,2,3,2,1,1,6,1,1,2,3,5,13,2,3,6,0,0,1,4,1,3,2,3,3,2,6,2,3,1,2,3,3,4,4,2,2
slingoadventurebingo&slots,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infiniteflightsimulator,1,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hollywoodu,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,2,2,1,1,12,0,1,1,0,0,0,0,0,1,0,0,0,3,0,5,0,7,5,1,2,2,0,3,2
familyfeud2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
forkakao,0,0,0,2,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
flutter,0,3,1,0,2,0,1,0,3,1,2,0,5,1,3,3,0,2,2,2,1,1,0,1,1,1,0,2,4,1,0,0,0,0,0,0,1,3,2,1,4,7,0,2,2,1,2,4,6,5,1,0,2
miniassist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ongametinln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dawnofthedragons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyperheroes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
battleforthegalaxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gangstarvegas,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
slither.io,10,11,11,11,12,14,12,9,19,14,16,13,12,11,11,17,17,14,14,18,16,14,15,13,18,20,13,16,18,21,21,8,0,0,0,16,19,22,17,22,21,24,30,23,27,25,30,28,35,42,27,46,292
mabinogiduelg4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magiclegion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
finalfable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jellysplashpop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
photofinishhorseracing,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thiswarofmine,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,3,4,14,6,11,19,15,16
dashquest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
bingopartyland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voez,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,3,1,1,1,1,2,3,1,1,2,2,3,2
alliancewars,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,5,5,5,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sas,11,14,6,3,8,8,7,11,6,5,7,16,8,8,7,8,2,4,16,3,11,8,6,11,3,7,15,5,5,6,5,5,0,0,0,7,3,2,5,5,5,14,13,12,9,0,7,9,6,13,14,6,6
disciplelegacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wordchums,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casino,120,134,128,122,196,172,162,129,177,276,131,208,109,137,203,241,232,216,123,163,169,178,278,203,199,113,159,150,212,206,165,42,0,0,20,199,222,224,125,153,79,159,319,279,115,258,275,130,179,106,280,186,0
lineagewar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
slots,83,88,107,87,202,203,134,94,118,261,159,180,61,116,122,120,131,164,172,82,124,128,253,238,237,103,110,61,220,50,0,0,0,0,4,140,163,192,111,104,30,50,299,307,60,110,150,66,162,82,328,253,170
shadowverse,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,5,0,2,1,0,1,3
clickerheroes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,4,5,1
spinitrich!freeslotcasino,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
elementalkingdoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbssportsfranchisefootball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fieryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ninjashadowshallwedate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
zenkoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
forkakao,0,0,0,2,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
deadmanscross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panzerwaltz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
texasholdempokerdeluxe2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miniwarriors,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollercoastertycoon4mobile,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piratekings,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1,1
zombiefrontier3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1,1,2,0,0,1
mightandglory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0
thismeanswar!,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tinytower,0,0,3,3,6,2,1,3,0,6,9,2,4,5,4,4,6,1,3,4,1,0,3,4,5,4,5,1,5,4,4,2,0,0,1,1,4,0,2,3,1,3,2,2,1,2,1,4,1,2,3,2,5
dinerdash,1,0,0,1,1,1,0,3,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
cartoonwars3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bingo,36,40,62,52,43,42,60,73,74,109,165,67,43,57,37,42,48,69,74,50,53,60,71,57,51,61,58,95,71,73,76,26,0,0,37,106,107,152,179,108,88,91,122,105,92,82,92,155,80,114,174,254,479
cross-stitchworld,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
thronerush,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9innings,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,0,0,1,0
galaxycontrol,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
christmassweeper3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pocketworld,4,5,1,1,3,2,3,7,0,6,1,0,1,0,0,0,2,3,2,4,1,0,1,1,1,4,2,8,5,2,1,2,0,0,1,2,2,0,0,3,2,0,0,0,5,2,0,0,2,2,1,5,1
bigbarnworldsocialfarming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fishinghook,2,4,0,1,15,2,3,9,2,2,3,7,2,3,4,2,0,1,4,1,3,0,1,2,2,5,3,1,3,2,3,1,0,0,1,4,0,1,4,6,4,3,9,2,7,0,0,0,1,0,0,1,4
flutter,0,3,1,0,2,0,1,0,3,1,2,0,5,1,3,3,0,2,2,2,1,1,0,1,1,1,0,2,4,1,0,0,0,0,0,0,1,3,2,1,4,7,0,2,2,1,2,4,6,5,1,0,2
jetpackjoyride,3,6,6,3,8,3,4,6,4,5,8,5,6,3,3,10,3,5,17,6,2,2,1,0,2,4,1,1,3,3,6,1,0,0,1,4,9,6,5,10,8,9,5,12,4,5,5,7,4,6,10,6,5
bikeracefree,10,9,7,3,8,5,4,5,6,7,4,5,6,6,2,4,5,1,2,6,2,3,4,2,2,2,0,2,2,3,2,1,0,0,0,1,3,1,3,4,3,2,7,2,10,4,5,10,3,1,1,0,2
gunsgirl,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
six-guns,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dragonstory,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,0,3,3,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,1,36,0,0,1,0,2
batmanarkhamorigins,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,2,0,0,0,1,0,0,1,0
omg!fortunefreeslotscasino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vipdeluxe,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,3,0,1,2
slotsforeverfreecasino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncis,0,7,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,0,4,1,1,0,0,7,3,1,0,1,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,0
perfectkick,0,0,1,1,1,3,10,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
bigfishcasinofreeslots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slotscaesarsrealcasinogame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swordsoul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
pocketpolitics,0,4,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,2,5,25,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
titanslotsiii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slotswheeldealfreeslots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teenpatti,0,1,0,2,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,2,2,0,0,1,0,3,2,1,0,0,0,0,2,0,0,0,0
aliencreepstd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seeddestiny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nitronationonline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nba2k16,7,5,6,5,5,8,7,5,5,7,6,7,9,9,12,15,5,4,6,3,3,5,6,4,5,6,6,9,9,8,4,0,0,0,3,8,5,6,5,4,4,4,6,13,6,3,6,8,7,6,0,0,0
angrybirdstransformers,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0
tickettoride,1,1,0,0,2,0,3,3,0,3,0,2,0,3,2,1,1,0,0,2,0,1,2,1,0,4,1,1,1,4,5,0,0,0,1,1,5,1,2,0,2,1,6,3,1,2,32,23,1,1,0,0,0
comboclash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
deluxeslotsfreeslots,0,1,1,1,5,3,3,0,0,0,2,8,0,1,4,22,0,1,0,0,0,0,14,25,1,1,0,1,0,0,0,0,0,0,0,11,11,1,0,0,1,0,3,0,0,0,2,2,2,0,0,0,0
autoraid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
towerconquest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dungeonlegends,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
thegameoflifebigscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crashlands,3,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,4,2,2,2,2,3,0,3,2,3,8,0,0,0
fifa15footballultimateteam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
treasurediving,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forgeofglory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fifa16football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teenytitans,0,1,1,1,3,2,0,1,0,0,1,0,0,3,2,1,0,0,2,2,2,0,0,3,1,2,4,1,1,1,4,0,0,0,2,4,7,20,17,39,28,33,31,37,18,27,31,34,0,0,0,0,0
wildcity,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,2,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0
farmslots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbaallnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
